
2.000000,12.000000

1.000000,7.000000
2.000000,12.000000

0.500000,4.500000
1.000000,7.000000
1.500000,9.500000
2.000000,12.000000

0.250000,3.250000
0.500000,4.500000
0.750000,5.750000
1.000000,7.000000
1.250000,8.250000
1.500000,9.500000
1.750000,10.750000
2.000000,12.000000

0.125000,2.625000
0.250000,3.250000
0.375000,3.875000
0.500000,4.500000
0.625000,5.125000
0.750000,5.750000
0.875000,6.375000
1.000000,7.000000
1.125000,7.625000
1.250000,8.250000
1.375000,8.875000
1.500000,9.500000
1.625000,10.125000
1.750000,10.750000
1.875000,11.375000
2.000000,12.000000

0.062500,2.312500
0.125000,2.625000
0.187500,2.937500
0.250000,3.250000
0.312500,3.562500
0.375000,3.875000
0.437500,4.187500
0.500000,4.500000
0.562500,4.812500
0.625000,5.125000
0.687500,5.437500
0.750000,5.750000
0.812500,6.062500
0.875000,6.375000
0.937500,6.687500
1.000000,7.000000
1.062500,7.312500
1.125000,7.625000
1.187500,7.937500
1.250000,8.250000
1.312500,8.562500
1.375000,8.875000
1.437500,9.187500
1.500000,9.500000
1.562500,9.812500
1.625000,10.125000
1.687500,10.437500
1.750000,10.750000
1.812500,11.062500
1.875000,11.375000
1.937500,11.687500
2.000000,12.000000

0.031250,2.156250
0.062500,2.312500
0.093750,2.468750
0.125000,2.625000
0.156250,2.781250
0.187500,2.937500
0.218750,3.093750
0.250000,3.250000
0.281250,3.406250
0.312500,3.562500
0.343750,3.718750
0.375000,3.875000
0.406250,4.031250
0.437500,4.187500
0.468750,4.343750
0.500000,4.500000
0.531250,4.656250
0.562500,4.812500
0.593750,4.968750
0.625000,5.125000
0.656250,5.281250
0.687500,5.437500
0.718750,5.593750
0.750000,5.750000
0.781250,5.906250
0.812500,6.062500
0.843750,6.218750
0.875000,6.375000
0.906250,6.531250
0.937500,6.687500
0.968750,6.843750
1.000000,7.000000
1.031250,7.156250
1.062500,7.312500
1.093750,7.468750
1.125000,7.625000
1.156250,7.781250
1.187500,7.937500
1.218750,8.093750
1.250000,8.250000
1.281250,8.406250
1.312500,8.562500
1.343750,8.718750
1.375000,8.875000
1.406250,9.031250
1.437500,9.187500
1.468750,9.343750
1.500000,9.500000
1.531250,9.656250
1.562500,9.812500
1.593750,9.968750
1.625000,10.125000
1.656250,10.281250
1.687500,10.437500
1.718750,10.593750
1.750000,10.750000
1.781250,10.906250
1.812500,11.062500
1.843750,11.218750
1.875000,11.375000
1.906250,11.531250
1.937500,11.687500
1.968750,11.843750
2.000000,12.000000

0.015625,2.078125
0.031250,2.156250
0.046875,2.234375
0.062500,2.312500
0.078125,2.390625
0.093750,2.468750
0.109375,2.546875
0.125000,2.625000
0.140625,2.703125
0.156250,2.781250
0.171875,2.859375
0.187500,2.937500
0.203125,3.015625
0.218750,3.093750
0.234375,3.171875
0.250000,3.250000
0.265625,3.328125
0.281250,3.406250
0.296875,3.484375
0.312500,3.562500
0.328125,3.640625
0.343750,3.718750
0.359375,3.796875
0.375000,3.875000
0.390625,3.953125
0.406250,4.031250
0.421875,4.109375
0.437500,4.187500
0.453125,4.265625
0.468750,4.343750
0.484375,4.421875
0.500000,4.500000
0.515625,4.578125
0.531250,4.656250
0.546875,4.734375
0.562500,4.812500
0.578125,4.890625
0.593750,4.968750
